NORAD Number,COSPAR Number,Official Name,Country of Operator/Owner,Operator/Owner,Users,Purpose,Class of Orbit,Longitude of GEO (degrees),Perigee (km),Apogee (km),Inclination (degrees),Period (minutes),Launch Mass (kg.), Dry Mass (kg.) ,Expected Lifetime (yrs.),Launch Site,Launch Vehicle
46329,2020-062AZ,Starlink-1689,USA,SpaceX,Commercial,Communications,LEO,0,548,551,53,95.6,260,,4,Cape Canaveral,Falcon 9
46545,2020-062AK,Starlink-1690,USA,SpaceX,Commercial,Communications,LEO,0,548,551,53,95.6,260,,4,Cape Canaveral,Falcon 9
46546,2020-070L,Starlink-1692 ,USA,SpaceX,Commercial,Communications,LEO,0,548,561,53,95.6,260,,4,Cape Canaveral,Falcon 9
46547,2020-070M,Starlink-1693 ,USA,SpaceX,Commercial,Communications,LEO,0,548,561,53,95.6,260,,4,Cape Canaveral,Falcon 9
46548,2020-070N,Starlink-1694 ,USA,SpaceX,Commercial,Communications,LEO,0,548,561,53,95.6,260,,4,Cape Canaveral,Falcon 9
46549,2020-062E,Starlink-1695,USA,SpaceX,Commercial,Communications,LEO,0,548,551,53,95.6,260,,4,Cape Canaveral,Falcon 9
46550,2020-070P,Starlink-1696 ,USA,SpaceX,Commercial,Communications,LEO,0,548,561,53,95.6,260,,4,Cape Canaveral,Falcon 9
47625,2020-070Q,Starlink-1697 ,USA,SpaceX,Commercial,Communications,LEO,0,548,561,53,95.6,260,,4,Cape Canaveral,Falcon 9
46579,2020-070R,Starlink-1698 ,USA,SpaceX,Commercial,Communications,LEO,0,548,561,53,95.6,260,,4,Cape Canaveral,Falcon 9
46560,2020-070S,Starlink-1699 ,USA,SpaceX,Commercial,Communications,LEO,0,548,561,53,95.6,260,,4,Cape Canaveral,Falcon 9
46359,2020-070T,Starlink-1700 ,USA,SpaceX,Commercial,Communications,LEO,0,548,561,53,95.6,260,,4,Cape Canaveral,Falcon 9
46580,2020-070U,Starlink-1701 ,USA,SpaceX,Commercial,Communications,LEO,0,548,561,53,95.6,260,,4,Cape Canaveral,Falcon 9
46561,2021-012F,Starlink-1704 ,USA,SpaceX,Commercial,Communications,LEO,0,548,561,53,95.6,260,,4,Cape Canaveral,Falcon 9
46330,2020-070AZ,Starlink-1705 ,USA,SpaceX,Commercial,Communications,LEO,0,548,561,53,95.6,260,,4,Cape Canaveral,Falcon 9
46374,2020-070AE,Starlink-1706 ,USA,SpaceX,Commercial,Communications,LEO,0,548,561,53,95.6,260,,4,Cape Canaveral,Falcon 9
46581,2020-062AL,Starlink-1707,USA,SpaceX,Commercial,Communications,LEO,0,548,551,53,95.6,260,,4,Cape Canaveral,Falcon 9
46360,2020-070BA,Starlink-1708 ,USA,SpaceX,Commercial,Communications,LEO,0,548,561,53,95.6,260,,4,Cape Canaveral,Falcon 9
46562,2020-070AF,Starlink-1709 ,USA,SpaceX,Commercial,Communications,LEO,0,548,561,53,95.6,260,,4,Cape Canaveral,Falcon 9
46671,2020-062F,Starlink-1710,USA,SpaceX,Commercial,Communications,LEO,0,548,551,53,95.6,260,,4,Cape Canaveral,Falcon 9
46672,2020-062BB,Starlink-1711,USA,SpaceX,Commercial,Communications,LEO,0,548,551,53,95.6,260,,4,Cape Canaveral,Falcon 9
46673,2020-070BB,Starlink-1712 ,USA,SpaceX,Commercial,Communications,LEO,0,548,561,53,95.6,260,,4,Cape Canaveral,Falcon 9
46674,2020-062AM,Starlink-1713,USA,SpaceX,Commercial,Communications,LEO,0,548,551,53,95.6,260,,4,Cape Canaveral,Falcon 9
46331,2020-070AG,Starlink-1714 ,USA,SpaceX,Commercial,Communications,LEO,0,548,561,53,95.6,260,,4,Cape Canaveral,Falcon 9
46675,2020-073B,Starlink-1715 ,USA,SpaceX,Commercial,Communications,LEO,0,548,561,53,95.6,260,,4,Cape Canaveral,Falcon 9
46332,2020-073C,Starlink-1716 ,USA,SpaceX,Commercial,Communications,LEO,0,548,561,53,95.6,260,,4,Cape Canaveral,Falcon 9
46361,2020-073D,Starlink-1717 ,USA,SpaceX,Commercial,Communications,LEO,0,548,561,53,95.6,260,,4,Cape Canaveral,Falcon 9
46333,2020-073E,Starlink-1718 ,USA,SpaceX,Commercial,Communications,LEO,0,548,561,53,95.6,260,,4,Cape Canaveral,Falcon 9
46375,2020-062G,Starlink-1719 ,USA,SpaceX,Commercial,Communications,LEO,0,548,551,53,95.6,260,,4,Cape Canaveral,Falcon 9
46334,2020-073F,Starlink-1720 ,USA,SpaceX,Commercial,Communications,LEO,0,548,561,53,95.6,260,,4,Cape Canaveral,Falcon 9
46362,2020-062H,Starlink-1721,USA,SpaceX,Commercial,Communications,LEO,0,548,551,53,95.6,260,,4,Cape Canaveral,Falcon 9
46335,2020-062AN,Starlink-1722,USA,SpaceX,Commercial,Communications,LEO,0,548,551,53,95.6,260,,4,Cape Canaveral,Falcon 9
46582,2020-062J,Starlink-1723,USA,SpaceX,Commercial,Communications,LEO,0,548,551,53,95.6,260,,4,Cape Canaveral,Falcon 9
46583,2020-062BC,Starlink-1724,USA,SpaceX,Commercial,Communications,LEO,0,548,551,53,95.6,260,,4,Cape Canaveral,Falcon 9
46563,2020-062K,Starlink-1725,USA,SpaceX,Commercial,Communications,LEO,0,548,551,53,95.6,260,,4,Cape Canaveral,Falcon 9
46584,2020-062AP,Starlink-1726 ,USA,SpaceX,Commercial,Communications,LEO,0,548,551,53,95.6,260,,4,Cape Canaveral,Falcon 9
46564,2020-062L,Starlink-1727,USA,SpaceX,Commercial,Communications,LEO,0,548,551,53,95.6,260,,4,Cape Canaveral,Falcon 9
46325,2020-070BC,Starlink-1728 ,USA,SpaceX,Commercial,Communications,LEO,0,548,561,53,95.6,260,,4,Cape Canaveral,Falcon 9
46565,2020-070BD,Starlink-1729 ,USA,SpaceX,Commercial,Communications,LEO,0,548,561,53,95.6,260,,4,Cape Canaveral,Falcon 9
46585,2020-070AH,Starlink-1730 ,USA,SpaceX,Commercial,Communications,LEO,0,548,561,53,95.6,260,,4,Cape Canaveral,Falcon 9
46586,2020-070BE,Starlink-1732 ,USA,SpaceX,Commercial,Communications,LEO,0,548,561,53,95.6,260,,4,Cape Canaveral,Falcon 9
46336,2020-070AJ,Starlink-1733 ,USA,SpaceX,Commercial,Communications,LEO,0,548,561,53,95.6,260,,4,Cape Canaveral,Falcon 9
46363,2020-062A,Starlink-1734,USA,SpaceX,Commercial,Communications,LEO,0,548,551,53,95.6,260,,4,Cape Canaveral,Falcon 9
46566,2020-070AK,Starlink-1735 ,USA,SpaceX,Commercial,Communications,LEO,0,548,561,53,95.6,260,,4,Cape Canaveral,Falcon 9
46567,2020-070BF,Starlink-1736 ,USA,SpaceX,Commercial,Communications,LEO,0,548,561,53,95.6,260,,4,Cape Canaveral,Falcon 9
46376,2020-070BG,Starlink-1737 ,USA,SpaceX,Commercial,Communications,LEO,0,548,561,53,95.6,260,,4,Cape Canaveral,Falcon 9
46588,2020-062M,Starlink-1738 ,USA,SpaceX,Commercial,Communications,LEO,0,548,551,53,95.6,260,,4,Cape Canaveral,Falcon 9
46569,2020-062AQ,Starlink-1739,USA,SpaceX,Commercial,Communications,LEO,0,548,551,53,95.6,260,,4,Cape Canaveral,Falcon 9
46570,2020-070AL,Starlink-1740 ,USA,SpaceX,Commercial,Communications,LEO,0,548,561,53,95.6,260,,4,Cape Canaveral,Falcon 9
46589,2020-070AM,Starlink-1741 ,USA,SpaceX,Commercial,Communications,LEO,0,548,561,53,95.6,260,,4,Cape Canaveral,Falcon 9
46337,2020-062BD,Starlink-1742,USA,SpaceX,Commercial,Communications,LEO,0,548,551,53,95.6,260,,4,Cape Canaveral,Falcon 9
46338,2020-070BJ,Starlink-1746 ,USA,SpaceX,Commercial,Communications,LEO,0,548,561,53,95.6,260,,4,Cape Canaveral,Falcon 9
46591,2020-070AP,Starlink-1747 ,USA,SpaceX,Commercial,Communications,LEO,0,548,561,53,95.6,260,,4,Cape Canaveral,Falcon 9
46380,2020-070AQ,Starlink-1748 ,USA,SpaceX,Commercial,Communications,LEO,0,548,561,53,95.6,260,,4,Cape Canaveral,Falcon 9
46340,2020-070BK,Starlink-1749 ,USA,SpaceX,Commercial,Communications,LEO,0,548,561,53,95.6,260,,4,Cape Canaveral,Falcon 9
46341,2020-062N,Starlink-1750,USA,SpaceX,Commercial,Communications,LEO,0,548,551,53,95.6,260,,4,Cape Canaveral,Falcon 9
47626,2020-062P,Starlink-1752,USA,SpaceX,Commercial,Communications,LEO,0,548,551,53,95.6,260,,4,Cape Canaveral,Falcon 9
46342,2020-070BM,Starlink-1755 ,USA,SpaceX,Commercial,Communications,LEO,0,548,561,53,95.6,260,,4,Cape Canaveral,Falcon 9
46364,2020-062BH,Starlink-1758,USA,SpaceX,Commercial,Communications,LEO,0,548,551,53,95.6,260,,4,Cape Canaveral,Falcon 9
46343,2020-062R,Starlink-1759,USA,SpaceX,Commercial,Communications,LEO,0,548,551,53,95.6,260,,4,Cape Canaveral,Falcon 9
46344,2020-062S,Starlink-1760 ,USA,SpaceX,Commercial,Communications,LEO,0,548,551,53,95.6,260,,4,Cape Canaveral,Falcon 9
46677,2021-012G,Starlink-1761 ,USA,SpaceX,Commercial,Communications,LEO,0,548,561,53,95.6,260,,4,Cape Canaveral,Falcon 9
46345,2020-062T,Starlink-1762,USA,SpaceX,Commercial,Communications,LEO,0,548,551,53,95.6,260,,4,Cape Canaveral,Falcon 9
46382,2020-062AR,Starlink-1763,USA,SpaceX,Commercial,Communications,LEO,0,548,551,53,95.6,260,,4,Cape Canaveral,Falcon 9
46383,2020-062U,Starlink-1764,USA,SpaceX,Commercial,Communications,LEO,0,548,551,53,95.6,260,,4,Cape Canaveral,Falcon 9
46384,2020-062V,Starlink-1765,USA,SpaceX,Commercial,Communications,LEO,0,548,551,53,95.6,260,,4,Cape Canaveral,Falcon 9
46679,2020-073H,Starlink-1766 ,USA,SpaceX,Commercial,Communications,LEO,0,548,561,53,95.6,260,,4,Cape Canaveral,Falcon 9
46680,2020-062W,Starlink-1767,USA,SpaceX,Commercial,Communications,LEO,0,548,551,53,95.6,260,,4,Cape Canaveral,Falcon 9
46681,2020-062BK,Starlink-1769,USA,SpaceX,Commercial,Communications,LEO,0,548,551,53,95.6,260,,4,Cape Canaveral,Falcon 9
46682,2020-062BL,Starlink-1770 ,USA,SpaceX,Commercial,Communications,LEO,0,548,551,53,95.6,260,,4,Cape Canaveral,Falcon 9
47122,2020-062BM,Starlink-1771,USA,SpaceX,Commercial,Communications,LEO,0,548,551,53,95.6,260,,4,Cape Canaveral,Falcon 9
46684,2020-073K,Starlink-1773 ,USA,SpaceX,Commercial,Communications,LEO,0,548,561,53,95.6,260,,4,Cape Canaveral,Falcon 9
46685,2020-073L,Starlink-1774 ,USA,SpaceX,Commercial,Communications,LEO,0,548,561,53,95.6,260,,4,Cape Canaveral,Falcon 9
47548,2020-073M,Starlink-1775 ,USA,SpaceX,Commercial,Communications,LEO,0,548,561,53,95.6,260,,4,Cape Canaveral,Falcon 9
46686,2020-073N,Starlink-1776 ,USA,SpaceX,Commercial,Communications,LEO,0,548,561,53,95.6,260,,4,Cape Canaveral,Falcon 9
46687,2020-088A,Starlink-1777 ,USA,SpaceX,Commercial,Communications,LEO,0,548,561,53,95.6,260,,4,Cape Canaveral,Falcon 9
47124,2020-073Q,Starlink-1780 ,USA,SpaceX,Commercial,Communications,LEO,0,548,561,53,95.6,260,,4,Cape Canaveral,Falcon 9
46689,2020-073R,Starlink-1781 ,USA,SpaceX,Commercial,Communications,LEO,0,548,561,53,95.6,260,,4,Cape Canaveral,Falcon 9
46690,2021-009A,Starlink-1782,USA,SpaceX,Commercial,Communications,LEO,0,548,561,53,95.6,260,,4,Cape Canaveral,Falcon 9
46691,2020-073S,Starlink-1783 ,USA,SpaceX,Commercial,Communications,LEO,0,548,561,53,95.6,260,,4,Cape Canaveral,Falcon 9
46692,2020-073T,Starlink-1784 ,USA,SpaceX,Commercial,Communications,LEO,0,548,561,53,95.6,260,,4,Cape Canaveral,Falcon 9
46693,2020-088C,Starlink-1785 ,USA,SpaceX,Commercial,Communications,LEO,0,548,561,53,95.6,260,,4,Cape Canaveral,Falcon 9
46694,2020-073V,Starlink-1788 ,USA,SpaceX,Commercial,Communications,LEO,0,548,561,53,95.6,260,,4,Cape Canaveral,Falcon 9
46695,2020-073W,Starlink-1789 ,USA,SpaceX,Commercial,Communications,LEO,0,548,561,53,95.6,260,,4,Cape Canaveral,Falcon 9
46696,2020-073X,Starlink-1790 ,USA,SpaceX,Commercial,Communications,LEO,0,548,561,53,95.6,260,,4,Cape Canaveral,Falcon 9
46698,2020-073Y,Starlink-1791 ,USA,SpaceX,Commercial,Communications,LEO,0,548,561,53,95.6,260,,4,Cape Canaveral,Falcon 9
46779,2020-073Z,Starlink-1792 ,USA,SpaceX,Commercial,Communications,LEO,0,548,561,53,95.6,260,,4,Cape Canaveral,Falcon 9
46699,2020-073AA,Starlink-1793 ,USA,SpaceX,Commercial,Communications,LEO,0,548,561,53,95.6,260,,4,Cape Canaveral,Falcon 9
46700,2020-073AB,Starlink-1794 ,USA,SpaceX,Commercial,Communications,LEO,0,548,561,53,95.6,260,,4,Cape Canaveral,Falcon 9
46701,2020-073AC,Starlink-1795 ,USA,SpaceX,Commercial,Communications,LEO,0,548,561,53,95.6,260,,4,Cape Canaveral,Falcon 9
46702,2020-073AE,Starlink-1797 ,USA,SpaceX,Commercial,Communications,LEO,0,548,561,53,95.6,260,,4,Cape Canaveral,Falcon 9
46703,2020-074AS,Starlink-1798 ,USA,SpaceX,Commercial,Communications,LEO,0,548,561,53,95.6,260,,4,Cape Canaveral,Falcon 9
46704,2020-073AF,Starlink-1799 ,USA,SpaceX,Commercial,Communications,LEO,0,548,561,53,95.6,260,,4,Cape Canaveral,Falcon 9
46705,2020-073AG,Starlink-1800 ,USA,SpaceX,Commercial,Communications,LEO,0,548,561,53,95.6,260,,4,Cape Canaveral,Falcon 9
47549,2020-073AH,Starlink-1801 ,USA,SpaceX,Commercial,Communications,LEO,0,548,561,53,95.6,260,,4,Cape Canaveral,Falcon 9
46706,2020-073AJ,Starlink-1802 ,USA,SpaceX,Commercial,Communications,LEO,0,548,561,53,95.6,260,,4,Cape Canaveral,Falcon 9
46707,2020-073AK,Starlink-1803 ,USA,SpaceX,Commercial,Communications,LEO,0,548,561,53,95.6,260,,4,Cape Canaveral,Falcon 9
46709,2020-073AL,Starlink-1804 ,USA,SpaceX,Commercial,Communications,LEO,0,548,561,53,95.6,260,,4,Cape Canaveral,Falcon 9
46710,2020-073AM,Starlink-1805 ,USA,SpaceX,Commercial,Communications,LEO,0,548,561,53,95.6,260,,4,Cape Canaveral,Falcon 9
47126,2021-009B,Starlink-1806 ,USA,SpaceX,Commercial,Communications,LEO,0,548,561,53,95.6,260,,4,Cape Canaveral,Falcon 9
46711,2020-073AN,Starlink-1807 ,USA,SpaceX,Commercial,Communications,LEO,0,548,561,53,95.6,260,,4,Cape Canaveral,Falcon 9
46712,2020-073AP,Starlink-1808 ,USA,SpaceX,Commercial,Communications,LEO,0,548,561,53,95.6,260,,4,Cape Canaveral,Falcon 9
46713,2020-073AR,Starlink-1810 ,USA,SpaceX,Commercial,Communications,LEO,0,548,561,53,95.6,260,,4,Cape Canaveral,Falcon 9
46714,2020-073AS,Starlink-1811 ,USA,SpaceX,Commercial,Communications,LEO,0,548,561,53,95.6,260,,4,Cape Canaveral,Falcon 9
46715,2020-088E,Starlink-1812 ,USA,SpaceX,Commercial,Communications,LEO,0,548,561,53,95.6,260,,4,Cape Canaveral,Falcon 9
46716,2020-073AT,Starlink-1813 ,USA,SpaceX,Commercial,Communications,LEO,0,548,561,53,95.6,260,,4,Cape Canaveral,Falcon 9
46717,2020-073AU,Starlink-1814 ,USA,SpaceX,Commercial,Communications,LEO,0,548,561,53,95.6,260,,4,Cape Canaveral,Falcon 9
46718,2020-073AV,Starlink-1815 ,USA,SpaceX,Commercial,Communications,LEO,0,548,561,53,95.6,260,,4,Cape Canaveral,Falcon 9
46719,2020-073AW,Starlink-1816 ,USA,SpaceX,Commercial,Communications,LEO,0,548,561,53,95.6,260,,4,Cape Canaveral,Falcon 9
46722,2020-073AX,Starlink-1817 ,USA,SpaceX,Commercial,Communications,LEO,0,548,561,53,95.6,260,,4,Cape Canaveral,Falcon 9
46723,2020-073AY,Starlink-1818 ,USA,SpaceX,Commercial,Communications,LEO,0,548,561,53,95.6,260,,4,Cape Canaveral,Falcon 9
46725,2020-073AZ ,Starlink-1820 ,USA,SpaceX,Commercial,Communications,LEO,0,548,561,53,95.6,260,,4,Cape Canaveral,Falcon 9
46726,2020-073BA,Starlink-1821 ,USA,SpaceX,Commercial,Communications,LEO,0,548,561,53,95.6,260,,4,Cape Canaveral,Falcon 9
46727,2020-073BB,Starlink-1822 ,USA,SpaceX,Commercial,Communications,LEO,0,548,561,53,95.6,260,,4,Cape Canaveral,Falcon 9
46780,2020-073BE,Starlink-1825 ,USA,SpaceX,Commercial,Communications,LEO,0,548,561,53,95.6,260,,4,Cape Canaveral,Falcon 9
46759,2020-073BF,Starlink-1826 ,USA,SpaceX,Commercial,Communications,LEO,0,548,561,53,95.6,260,,4,Cape Canaveral,Falcon 9
46781,2020-073BH,Starlink-1828 ,USA,SpaceX,Commercial,Communications,LEO,0,548,561,53,95.6,260,,4,Cape Canaveral,Falcon 9
46782,2020-073BJ,Starlink-1829 ,USA,SpaceX,Commercial,Communications,LEO,0,548,561,53,95.6,260,,4,Cape Canaveral,Falcon 9
47128,2020-073BK,Starlink-1830 ,USA,SpaceX,Commercial,Communications,LEO,0,548,561,53,95.6,260,,4,Cape Canaveral,Falcon 9
47129,2020-074AT,Starlink-1832 ,USA,SpaceX,Commercial,Communications,LEO,0,548,561,53,95.6,260,,4,Cape Canaveral,Falcon 9
47130,2020-074W,Starlink-1833 ,USA,SpaceX,Commercial,Communications,LEO,0,548,561,53,95.6,260,,4,Cape Canaveral,Falcon 9
47132,2020-074AU,Starlink-1834 ,USA,SpaceX,Commercial,Communications,LEO,0,548,561,53,95.6,260,,4,Cape Canaveral,Falcon 9
47133,2020-074AV,Starlink-1835 ,USA,SpaceX,Commercial,Communications,LEO,0,548,561,53,95.6,260,,4,Cape Canaveral,Falcon 9
47134,2020-088G,Starlink-1837 ,USA,SpaceX,Commercial,Communications,LEO,0,548,561,53,95.6,260,,4,Cape Canaveral,Falcon 9
47135,2020-088H,Starlink-1838 ,USA,SpaceX,Commercial,Communications,LEO,0,548,561,53,95.6,260,,4,Cape Canaveral,Falcon 9
47136,2020-088J,Starlink-1839 ,USA,SpaceX,Commercial,Communications,LEO,0,548,561,53,95.6,260,,4,Cape Canaveral,Falcon 9
46740,2020-088L,Starlink-1842 ,USA,SpaceX,Commercial,Communications,LEO,0,548,561,53,95.6,260,,4,Cape Canaveral,Falcon 9
47137,2020-088M,Starlink-1843 ,USA,SpaceX,Commercial,Communications,LEO,0,548,561,53,95.6,260,,4,Cape Canaveral,Falcon 9
47138,2020-088N,Starlink-1844 ,USA,SpaceX,Commercial,Communications,LEO,0,548,561,53,95.6,260,,4,Cape Canaveral,Falcon 9
46783,2020-088P,Starlink-1845 ,USA,SpaceX,Commercial,Communications,LEO,0,548,561,53,95.6,260,,4,Cape Canaveral,Falcon 9
47139,2020-088Q,Starlink-1846 ,USA,SpaceX,Commercial,Communications,LEO,0,548,561,53,95.6,260,,4,Cape Canaveral,Falcon 9
47141,2020-074B,Starlink-1848 ,USA,SpaceX,Commercial,Communications,LEO,0,548,561,53,95.6,260,,4,Cape Canaveral,Falcon 9
47143,2020-088R,Starlink-1849 ,USA,SpaceX,Commercial,Communications,LEO,0,548,561,53,95.6,260,,4,Cape Canaveral,Falcon 9
47144,2020-088S,Starlink-1850 ,USA,SpaceX,Commercial,Communications,LEO,0,548,561,53,95.6,260,,4,Cape Canaveral,Falcon 9
47147,2020-074AW,Starlink-1851 ,USA,SpaceX,Commercial,Communications,LEO,0,548,561,53,95.6,260,,4,Cape Canaveral,Falcon 9
47148,2020-088T,Starlink-1852 ,USA,SpaceX,Commercial,Communications,LEO,0,548,561,53,95.6,260,,4,Cape Canaveral,Falcon 9
47149,2020-088V,Starlink-1854 ,USA,SpaceX,Commercial,Communications,LEO,0,548,561,53,95.6,260,,4,Cape Canaveral,Falcon 9
47150,2020-088X,Starlink-1856 ,USA,SpaceX,Commercial,Communications,LEO,0,548,561,53,95.6,260,,4,Cape Canaveral,Falcon 9
47151,2020-088Y,Starlink-1857 ,USA,SpaceX,Commercial,Communications,LEO,0,548,561,53,95.6,260,,4,Cape Canaveral,Falcon 9
46741,2020-088AB,Starlink-1860 ,USA,SpaceX,Commercial,Communications,LEO,0,548,561,53,95.6,260,,4,Cape Canaveral,Falcon 9
47152,2020-088AC,Starlink-1861 ,USA,SpaceX,Commercial,Communications,LEO,0,548,561,53,95.6,260,,4,Cape Canaveral,Falcon 9
47153,2020-088AD,Starlink-1862 ,USA,SpaceX,Commercial,Communications,LEO,0,548,561,53,95.6,260,,4,Cape Canaveral,Falcon 9
47154,2020-088AE,Starlink-1863 ,USA,SpaceX,Commercial,Communications,LEO,0,548,561,53,95.6,260,,4,Cape Canaveral,Falcon 9
47155,2020-088AF,Starlink-1864 ,USA,SpaceX,Commercial,Communications,LEO,0,548,561,53,95.6,260,,4,Cape Canaveral,Falcon 9
47157,2020-074C,Starlink-1865 ,USA,SpaceX,Commercial,Communications,LEO,0,548,561,53,95.6,260,,4,Cape Canaveral,Falcon 9
46742,2020-088AG,Starlink-1866 ,USA,SpaceX,Commercial,Communications,LEO,0,548,561,53,95.6,260,,4,Cape Canaveral,Falcon 9
47158,2020-088AH,Starlink-1867 ,USA,SpaceX,Commercial,Communications,LEO,0,548,561,53,95.6,260,,4,Cape Canaveral,Falcon 9
47161,2020-088AJ,Starlink-1868 ,USA,SpaceX,Commercial,Communications,LEO,0,548,561,53,95.6,260,,4,Cape Canaveral,Falcon 9
47162,2020-088AK,Starlink-1869 ,USA,SpaceX,Commercial,Communications,LEO,0,548,561,53,95.6,260,,4,Cape Canaveral,Falcon 9
47163,2020-088AM,Starlink-1871 ,USA,SpaceX,Commercial,Communications,LEO,0,548,561,53,95.6,260,,4,Cape Canaveral,Falcon 9
47164,2020-074D,Starlink-1872 ,USA,SpaceX,Commercial,Communications,LEO,0,548,561,53,95.6,260,,4,Cape Canaveral,Falcon 9
47167,2020-088AU,Starlink-1879 ,USA,SpaceX,Commercial,Communications,LEO,0,548,561,53,95.6,260,,4,Cape Canaveral,Falcon 9
47170,2020-088AV,Starlink-1880 ,USA,SpaceX,Commercial,Communications,LEO,0,548,561,53,95.6,260,,4,Cape Canaveral,Falcon 9
47171,2020-088AW,Starlink-1881 ,USA,SpaceX,Commercial,Communications,LEO,0,548,561,53,95.6,260,,4,Cape Canaveral,Falcon 9
47173,2020-074AX,Starlink-1882 ,USA,SpaceX,Commercial,Communications,LEO,0,548,561,53,95.6,260,,4,Cape Canaveral,Falcon 9
47174,2020-074AY,Starlink-1883 ,USA,SpaceX,Commercial,Communications,LEO,0,548,561,53,95.6,260,,4,Cape Canaveral,Falcon 9
46743,2020-088AX,Starlink-1884 ,USA,SpaceX,Commercial,Communications,LEO,0,548,561,53,95.6,260,,4,Cape Canaveral,Falcon 9
46786,2020-088BA,Starlink-1887 ,USA,SpaceX,Commercial,Communications,LEO,0,548,561,53,95.6,260,,4,Cape Canaveral,Falcon 9
46744,2020-088BB,Starlink-1888 ,USA,SpaceX,Commercial,Communications,LEO,0,548,561,53,95.6,260,,4,Cape Canaveral,Falcon 9
47175,2020-088BD,Starlink-1890 ,USA,SpaceX,Commercial,Communications,LEO,0,548,561,53,95.6,260,,4,Cape Canaveral,Falcon 9
46760,2020-088BE,Starlink-1891 ,USA,SpaceX,Commercial,Communications,LEO,0,548,561,53,95.6,260,,4,Cape Canaveral,Falcon 9
46787,2020-074E,Starlink-1892 ,USA,SpaceX,Commercial,Communications,LEO,0,548,561,53,95.6,260,,4,Cape Canaveral,Falcon 9
46763,2020-074AZ,Starlink-1893 ,USA,SpaceX,Commercial,Communications,LEO,0,548,561,53,95.6,260,,4,Cape Canaveral,Falcon 9
46764,2020-074F,Starlink-1894 ,USA,SpaceX,Commercial,Communications,LEO,0,548,561,53,95.6,260,,4,Cape Canaveral,Falcon 9
48389,2020-088BF,Starlink-1895 ,USA,SpaceX,Commercial,Communications,LEO,0,548,561,53,95.6,260,,4,Cape Canaveral,Falcon 9
46746,2020-074X,Starlink-1896 ,USA,SpaceX,Commercial,Communications,LEO,0,548,561,53,95.6,260,,4,Cape Canaveral,Falcon 9
46765,2020-074BA,Starlink-1899 ,USA,SpaceX,Commercial,Communications,LEO,0,548,561,53,95.6,260,,4,Cape Canaveral,Falcon 9
47177,2020-074AA,Starlink-1902 ,USA,SpaceX,Commercial,Communications,LEO,0,548,561,53,95.6,260,,4,Cape Canaveral,Falcon 9
46747,2020-074AB,Starlink-1903 ,USA,SpaceX,Commercial,Communications,LEO,0,548,561,53,95.6,260,,4,Cape Canaveral,Falcon 9
47550,2021-038AN,Starlink-1904,USA,SpaceX,Commercial,Communications,LEO,0,260,280,53,95.6,260,,4,Cape Canaveral,Falcon 9
46748,2020-074H,Starlink-1905 ,USA,SpaceX,Commercial,Communications,LEO,0,548,561,53,95.6,260,,4,Cape Canaveral,Falcon 9
46749,2020-074AC,Starlink-1906 ,USA,SpaceX,Commercial,Communications,LEO,0,548,561,53,95.6,260,,4,Cape Canaveral,Falcon 9
47178,2020-088BH,Starlink-1907 ,USA,SpaceX,Commercial,Communications,LEO,0,548,561,53,95.6,260,,4,Cape Canaveral,Falcon 9
47179,2020-074J,Starlink-1908 ,USA,SpaceX,Commercial,Communications,LEO,0,548,561,53,95.6,260,,4,Cape Canaveral,Falcon 9
46766,2021-009C,Starlink-1909 ,USA,SpaceX,Commercial,Communications,LEO,0,548,561,53,95.6,260,,4,Cape Canaveral,Falcon 9
46767,2020-074K,Starlink-1910 ,USA,SpaceX,Commercial,Communications,LEO,0,548,561,53,95.6,260,,4,Cape Canaveral,Falcon 9
46768,2020-074L,Starlink-1911 ,USA,SpaceX,Commercial,Communications,LEO,0,548,561,53,95.6,260,,4,Cape Canaveral,Falcon 9
46751,2020-088BJ,Starlink-1912 ,USA,SpaceX,Commercial,Communications,LEO,0,548,561,53,95.6,260,,4,Cape Canaveral,Falcon 9
46752,2020-088BK,Starlink-1913 ,USA,SpaceX,Commercial,Communications,LEO,0,548,561,53,95.6,260,,4,Cape Canaveral,Falcon 9
46753,2020-074AD,Starlink-1916 ,USA,SpaceX,Commercial,Communications,LEO,0,548,561,53,95.6,260,,4,Cape Canaveral,Falcon 9
46754,2020-074AE,Starlink-1917 ,USA,SpaceX,Commercial,Communications,LEO,0,548,561,53,95.6,260,,4,Cape Canaveral,Falcon 9
46755,2020-074AF,Starlink-1918 ,USA,SpaceX,Commercial,Communications,LEO,0,548,561,53,95.6,260,,4,Cape Canaveral,Falcon 9
46756,2020-074N,Starlink-1920 ,USA,SpaceX,Commercial,Communications,LEO,0,548,561,53,95.6,260,,4,Cape Canaveral,Falcon 9
46757,2020-074P,Starlink-1921 ,USA,SpaceX,Commercial,Communications,LEO,0,548,561,53,95.6,260,,4,Cape Canaveral,Falcon 9
47181,2020-074Q,Starlink-1922 ,USA,SpaceX,Commercial,Communications,LEO,0,548,561,53,95.6,260,,4,Cape Canaveral,Falcon 9
46758,2020-074R,Starlink-1923 ,USA,SpaceX,Commercial,Communications,LEO,0,548,561,53,95.6,260,,4,Cape Canaveral,Falcon 9
46788,2020-074S,Starlink-1924 ,USA,SpaceX,Commercial,Communications,LEO,0,548,561,53,95.6,260,,4,Cape Canaveral,Falcon 9
